"","v1","v2","v3","v4","v5","v6","v7","v8","v9","Y"
"1",-0.477966320840188,2.14146704251257,0.524198935838238,1.01766423855845,2.04805523438049,0.00391174822390921,-3.96201402666461,1.5004915657216,1.15103464149345,-4.4456975449335e-05
"2",0.771859292613585,1.79525070870077,1.51706264639379,1.00061948500984,4.56107235754231,0.000293216227593417,-1.45718357431749,1.4967138002442,1.51634965074252,3.99783882427136
"3",0.359577444853064,16.9583547249934,-9.61853899107343,1.00354726234947,3.72746884492699,-0.00888728789066409,-2.26339654156602,1.49918895039834,1.90009242402123,23169707.553803
"4",-0.183571459948773,1.59977838606121,-7.2424550136804,0.987000925825048,2.64083938960709,-0.00616019758841848,-3.34654194666522,1.49540719956215,-2.2658835905735,19.809934519951
"5",-0.51468214421258,0.628297025246953,0.475049617755272,0.984290545335665,1.98576311760298,-0.00432627468071493,-4.00065369614181,1.50522241804915,-0.248911021959088,-6.83493846934575
"6",1.78416641239685,0.401412981834119,1.64857031437917,1.00091514912795,6.56805780631854,-0.00931901527940401,0.598535796449428,1.49741142805125,2.06175973302065,3.77333408757687
"7",0.81395639849462,17.3876009215419,2.08080505603785,1.00245709759553,4.6251317035181,0.00783425765484181,-1.39703112814414,1.49855434537483,-2.17559890402223,35590912.8979217
"8",0.655947277289296,0.244568783009166,2.2511460005144,0.997977163187475,4.31998741712514,0.0147645901262097,-1.66603522554316,1.49710210714474,-0.351401619710238,0.629311992898705
"9",0.877369132933392,1.05617676972706,1.1181450585974,0.991987199361889,4.76036504601425,-0.00291080061620764,-1.23826721757029,1.50543430044816,-0.730671153717371,0.561483209436907
"10",0.288960671999816,1.76042027997367,0.428391695997564,0.997648258240757,3.58965506172213,0.00302039360369579,-2.43530143687522,1.5044475705768,1.75348164015158,0.287871468350442
"11",0.492110175815556,0.148684021111997,0.0715265935668516,1.00933490570096,3.97557936959683,0.014900402074055,-1.9984307162073,1.49555988639334,-0.355653021145623,-3.78429253728712
"12",0.392166478788697,1.37438635156245,-0.787451137116606,0.992876511054843,3.79810173703014,0.00201295043972465,-2.18963654419183,1.49117574840238,-0.0943343305235081,-1.56219388334907
"13",0.712139305952602,2.63171486225689,1.4811816355933,1.01351062280553,4.40438450763469,0.00465607284537809,-1.55191512550895,1.49549281653767,0.282158431050133,11.5995549689215
"14",0.256053619229495,0.364885965178754,-0.7444462097781,1.00085653392383,3.5030957783339,0.0123606918314427,-2.47690834971216,1.49936079782128,-0.762318076920896,-4.59851056127866
"15",-1.93330506258261,1.37783824320423,2.26582935648734,1.01346293440994,-0.875936290309191,-0.0162071483200533,-6.89242973188282,1.49396480678575,1.83700496426445,-7.14123835310882
"16",-0.881009276548646,1.03141631511628,-0.989314439116555,1.00399121336811,1.23326128806789,-0.0019895473521531,-4.77154600897648,1.50382106921667,0.590809909469736,-7.72214987493077
"17",0.921473356720736,0.278398534027126,-14.9622853959706,0.987675254223195,4.84024778696269,-0.000267615727504408,-1.16793221941182,1.50020342166266,0.0253002703195805,102.452936993052
"18",0.262086157168322,0.57944412246729,-3.19576126970853,0.987489740451239,3.52501952191821,0.0185139330022907,-2.47827643728003,1.50359009807831,1.11534358941435,-0.616012927329117
"19",1.34121374852223,0.952594302840988,2.53323669798226,0.994362356491599,5.67003308658658,-0.0116219917438578,-0.319523549227621,1.50160805329231,-0.496367305956688,5.37474040425103
"20",0.479312314331259,0.209822092563224,0.65293278079964,1.0004312122241,3.95481866944258,-0.000434015966622674,-2.00882550605451,1.50748343701513,2.17130328336024,-3.30965268506406
"21",-0.248604074863729,0.771824136107832,2.47568424301223,1.00555140361898,2.52143150897018,-0.0151024508755104,-3.49209178417135,1.49695549517637,2.22256277502441,-1.61042669236251
"22",-1.11374011771067,2.14318593429069,-0.394138357198104,0.98862551078143,0.76045394729473,0.00339173956968573,-5.22910532691606,1.50109836893783,-1.51915859298278,-3.03063606653005
